swab_id,Indiv_id,Frog_or_Tadpole,Tank_num,Indiv_num,InitialFrogs,ZE,alive, site_name,date_collected,Julian,Day,observer,species,lifestage, gosner_stage,weight,svl,sex,notes,pit_tag,frog_condition,total_wt, bag_wt,ct0,ct1,ge0,ge1,avg_ge_score
MDF5_14_Oct1,MDF5_14,F,5,14,16,6.736,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,8.9,41.4, M,,3708982, healthy,10.2,1.3,39.8193,,0.0842,,0.0842
MDF5_14_Dec4,MDF5_14,F,5,14,16,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3708982, healthy,,,0,,0,,0
MDF5_15_JUL20,MDF5_15,F,5,15,16,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,7.4,41.7, F,,3711230, healthy,8.4,1,0,,0,,0
MDF5_15_Jul25,MDF5_15,F,5,15,16,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,7.1,41.1, F,,3711230, healthy,9.6,2.5,0,,0,,0
MDF5_15_Jul31,MDF5_15,F,5,15,16,0,yes, mesocosm density experiment,7/31/2008,39660,11, JS, Rana sierrae, adult,46,6.1,39.2, F,,3711230, healthy,8.7,2.6,0,,0,,0
MDF5_15_Aug8,MDF5_15,F,5,15,16,3.232,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,5.9,41.9, F,,3711230, Healthy,7.1,1.2,40.8204,,0.0404,,0.0404
MDF5_15_Aug13,MDF5_15,F,5,15,16,58.928,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,5.8,42.6, F,,3711230, Healthy,7.1,1.3,35.8176,,0.7366,,0.7366
MDF5_15_Aug21,MDF5_15,F,5,15,16,21653.336,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,6,42.8, F,,3711230,,7.2,1.2,26.6219,,270.6667,,270.6667
MDF5_15_Aug27,MDF5_15,F,5,15,16,1678.392,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,6.2,41, F,,3711230,,7.3,1.1,30.6727,,20.9799,,20.9799
MDF5_15_Sep3,MDF5_15,F,5,15,16,1051.04,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,6.3,41, F,,3711230, HEALTHY,7.4,1.1,31.4021,,13.138,,13.138
MDF5_15_Sep11,MDF5_15,F,5,15,16,29.616,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,6.2,40.2, F,,3711230,,7.3,1.1,34.2697,,0.3702,,0.3702
MDF5_15_Sep18,MDF5_15,F,5,15,16,56.968,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,6.3,39.9, F,,3711230, healthy,7.4,1.1,36.5434,,0.7121,,0.7121
MDF5_15_Sep24,MDF5_15,F,5,15,16,15.632,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,6.6,41.5, F,,3711230, healthy,7.7,1.1,35.722,,0.1954,,0.1954
MDF5_15_Oct1,MDF5_15,F,5,15,16,0,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,6.4,40, F,,3711230, healthy,7.5,1.1,0,,0,,0
MDF5_15_Dec4,MDF5_15,F,5,15,16,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, F,,3711230, healthy,,,0,,0,,0
MDF5_16_JUL20,MDF5_16,F,5,16,16,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,8.8,44, M,,3702832, healthy,9.9,1.1,0,,0,,0
MDF5_16_Jul25,MDF5_16,F,5,16,16,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,8.6,44, M,,3702832, healthy,11.2,2.6,0,,0,,0
MDF5_16_Jul31,MDF5_16,F,5,16,16,0,yes, mesocosm density experiment,7/31/2008,39660,11, JS, Rana sierrae, adult,46,7.2,40.1, M,,3702832, healthy,9.8,2.6,0,,0,,0
MDF5_16_Aug8,MDF5_16,F,5,16,16,367.464,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,6.5,42.3, M,,3702832, Healthy,7.8,1.3,33.7036,,4.5933,,4.5933
MDF5_16_Aug13,MDF5_16,F,5,16,16,168.296,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,6.4,41.7, M,,3702832, Healthy,7.7,1.3,34.2452,,2.1037,,2.1037
MDF5_16_Aug21,MDF5_16,F,5,16,16,13150.408,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,7.5,43.6, M,,3702832,,8.7,1.2,27.4139,,164.3801,,164.3801
MDF5_16_Aug27,MDF5_16,F,5,16,16,3201.8,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,7.5,43.1, M,,3702832,,8.7,1.2,29.6137,,40.0225,,40.0225
MDF5_16_Sep3,MDF5_16,F,5,16,16,4010.424,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,7.9,41.8, M,,3702832, HEALTHY,9,1.1,29.3152,,50.1303,,50.1303
MDF5_16_Sep11,MDF5_16,F,5,16,16,130.536,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,7.5,41.6, M,,3702832,,8.7,1.2,31.916,,1.6317,,1.6317
MDF5_16_Sep18,MDF5_16,F,5,16,16,25.024,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,7.6,43.6, M,,3702832, healthy,8.7,1.1,37.7573,,0.3128,,0.3128
MDF5_16_Sep24,MDF5_16,F,5,16,16,395.736,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,8.3,43.1, M,,3702832, healthy,9.4,1.1,30.5999,,4.9467,,4.9467
MDF5_16_Oct1,MDF5_16,F,5,16,16,16.576,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,7.4,43, M, slightly slow righting reflex,3702832, sick?,8.6,1.2,38.4113,,0.2072,,0.2072
MDF5_16_Dec4,MDF5_16,F,5,16,16,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3702832, sick?,,,0,,0,,0
MDF6_1_JUL20,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,9,43.2, M,,3715231, healthy,10.1,1.2,0,,0,,0
MDF6_1_Jul25,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,8.2,41.1, M,,3715231, healthy,10.7,2.5,0,,0,,0
MDF6_1_Jul31,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,6.8,42.9, M,,3715231, healthy,7.9,1.1,0,,0,,0
MDF6_1_Aug8,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,7.8,42.25, M,,3715231, Healthy,9.3,1.5,0,,0,,0
MDF6_1_Aug13,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,8.5,44.5, M,,3715231, Healthy,9.7,1.2,0,,0,,0
MDF6_1_Aug21,MDF6_1,F,6,1,4,39.784,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,9,43.9, M,,3715231,,10.2,1.2,36.6258,,0.4973,,0.4973
MDF6_1_Aug27,MDF6_1,F,6,1,4,17.68,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,9.4,42.6, M,,3715231,,10.8,1.4,38.138,,0.221,,0.221
MDF6_1_Sep3,MDF6_1,F,6,1,4,56.024,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,8.1,42.9, M,,3715231, HEALTHY,9.2,1.1,35.971,,0.7003,,0.7003
MDF6_1_Sep11,MDF6_1,F,6,1,4,15.672,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,8.7,44.4, M,,3715231,,9.8,1.1,35.2796,,0.1959,,0.1959
MDF6_1_Sep18,MDF6_1,F,6,1,4,13.88,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,9.3,42.8, M,,3715231, healthy,10.4,1.1,38.6275,,0.1735,,0.1735
MDF6_1_Sep24,MDF6_1,F,6,1,4,1.072,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,10,43.4, M,,3715231, healthy,11.1,1.1,39.9751,,0.0134,,0.0134
MDF6_1_Oct1,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,9,43.2, M,,3715231, healthy,10.2,1.2,0,,0,,0
MDF6_1_Dec4,MDF6_1,F,6,1,4,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3715231, healthy,,,0,,0,,0
MDF6_2_JUL20,MDF6_2,F,6,2,4,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,8.2,42.9, F,,3711314, healthy,9.3,1.1,0,,0,,0
MDF6_2_Jul25,MDF6_2,F,6,2,4,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,7.3,41.6, F,,3711314, healthy,9.8,2.5,0,,0,,0
MDF6_2_Jul31,MDF6_2,F,6,2,4,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,6,42.2, F,,3711314, healthy,7.1,1.1,0,,0,,0
MDF6_2_Aug8,MDF6_2,F,6,2,4,0.648,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,6.6,44.4, F,,3711314, Healthy,8,1.4,43.2297,,0.0081,,0.0081
MDF6_2_Aug13,MDF6_2,F,6,2,4,27.696,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,6.4,45.4, F,,3711314, Healthy,7.6,1.2,36.9492,,0.3462,,0.3462
MDF6_2_Aug21,MDF6_2,F,6,2,4,504.312,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,7.4,42.1, F,,3711314,,8.6,1.2,32.5927,,6.3039,,6.3039
MDF6_2_Aug27,MDF6_2,F,6,2,4,1903.496,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,8.5,43.9, F,,3711314,,9.6,1.1,30.4663,,23.7937,,23.7937
MDF6_2_Sep3,MDF6_2,F,6,2,4,125.328,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,8,42.1, F,,3711314, HEALTHY,9.1,1.1,34.7162,,1.5666,,1.5666
MDF6_2_Sep11,MDF6_2,F,6,2,4,0,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,9.2,42.7, F,,3711314,,10.7,1.5,0,,0,,0
MDF6_2_Sep18,MDF6_2,F,6,2,4,5.888,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,9.1,43, F,,3711314, healthy,10.2,1.1,39.8919,,0.0736,,0.0736
MDF6_2_Sep24,MDF6_2,F,6,2,4,1.696,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,8.7,43, F,,3711314, healthy,9.8,1.1,39.2461,,0.0212,,0.0212
MDF6_2_Oct1,MDF6_2,F,6,2,4,5.904,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,8.3,42.1, F, slow righting reflex,3711314, sick,9.5,1.2,40.0237,,0.0738,,0.0738
MDF6_2_Dec4,MDF6_2,F,6,2,4,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, F,,3711314, sick,,,0,,0,,0
MDF6_3_JUL20,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,7,42.7, M,,3709082, healthy,8,1,0,,0,,0
MDF6_3_Jul25,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,5.5,43.4, M,,3709082, healthy,8.1,2.6,0,,0,,0
MDF6_3_Jul31,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,5.7,42.9, M,,3709082, healthy,6.8,1.1,0,,0,,0
MDF6_3_Aug8,MDF6_3,F,6,3,4,3.096,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,5.5,44, M,,3709082, Healthy,7,1.5,40.883,,0.0387,,0.0387
MDF6_3_Aug13,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,5.6,43.4, M,,3709082, Healthy,6.8,1.2,0,,0,,0
MDF6_3_Aug21,MDF6_3,F,6,3,4,1404.848,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,7.1,42.7, M,,3709082,,8.3,1.2,30.9657,,17.5606,,17.5606
MDF6_3_Aug27,MDF6_3,F,6,3,4,3.168,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,6,40.3, M,,3709082,,7.1,1.1,40.9588,,0.0396,,0.0396
MDF6_3_Sep3,MDF6_3,F,6,3,4,135.848,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,6.2,41.9, M,,3709082, HEALTHY,7.3,1.1,34.5906,,1.6981,,1.6981
MDF6_3_Sep11,MDF6_3,F,6,3,4,380.864,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,6.3,40, M,,3709082,,7.5,1.2,30.2168,,4.7608,,4.7608
MDF6_3_Sep18,MDF6_3,F,6,3,4,424.04,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,6.4,41.1, M,,3709082, healthy,7.5,1.1,33.5811,,5.3005,,5.3005
MDF6_3_Sep24,MDF6_3,F,6,3,4,358.416,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,6.3,40.6, M,,3709082, healthy,7.4,1.1,30.757,,4.4802,,4.4802
MDF6_3_Oct1,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,5.9,41.1, M,,3709082, healthy,7.1,1.2,0,,0,,0
MDF6_3_Dec4,MDF6_3,F,6,3,4,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3709082, healthy,,,0,,0,,0
MDF6_4_JUL20,MDF6_4,F,6,4,4,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,5.6,39.3, M,,3709351, healthy,6.6,1,0,,0,,0
MDF6_4_Jul25,MDF6_4,F,6,4,4,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,6,40, M,,3709351, healthy,8.6,2.6,0,,0,,0
MDF6_4_Jul31,MDF6_4,F,6,4,4,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,5.1,38, M,,3709351, healthy,6.2,1.1,0,,0,,0
MDF6_4_Aug8,MDF6_4,F,6,4,4,50.008,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,4.8,39.3, M,,3709351, Healthy,6.2,1.4,36.7018,,0.6251,,0.6251
MDF6_4_Aug13,MDF6_4,F,6,4,4,1.352,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,5,38.9, M,,3709351, Healthy,6.2,1.2,41.4746,,0.0169,,0.0169
MDF6_4_Aug21,MDF6_4,F,6,4,4,137.192,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,5.9,41, M,,3709351,,7.1,1.2,34.6601,,1.7149,,1.7149
MDF6_4_Aug27,MDF6_4,F,6,4,4,969.304,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,5.2,37.4, M,,3709351,,6.4,1.2,31.5729,,12.1163,,12.1163
MDF6_4_Sep3,MDF6_4,F,6,4,4,1.584,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,5.2,38.2, M,,3709351, HEALTHY,6.3,1.1,41.5296,,0.0198,,0.0198
MDF6_4_Sep11,MDF6_4,F,6,4,4,2.992,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,6.2,40, M,,3709351,,7.3,1.1,37.9086,,0.0374,,0.0374
MDF6_4_Sep18,MDF6_4,F,6,4,4,1.176,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,5.3,39.2, M, slightly skinny; slow righting reflex,3709351, sick,6.4,1.1,42.2709,,0.0147,,0.0147
MDF6_4_Sep24,MDF6_4,F,6,4,4,2.872,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,6,39.7, M,,3709351, healthy,7.1,1.1,38.4067,,0.0359,,0.0359
MDF6_4_Oct1,MDF6_4,F,6,4,4,6.592,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,5.9,39.8, M,,3709351, healthy,7.1,1.2,39.8528,,0.0824,,0.0824
MDF6_4_Dec4,MDF6_4,F,6,4,4,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3709351, healthy,,,0,,0,,0
MDF7_1_JUL20,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,8.5,45.8, F,,3711363, healthy,9.6,1.1,0,,0,,0
MDF7_1_Jul25,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,9,44.9, F,,3711363, healthy,11.6,2.5,0,,0,,0
MDF7_1_Jul31,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,7.9,45, F,,3711363, healthy,9.1,1.2,0,,0,,0
MDF7_1_Aug8,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,8.7,46.5, F,,3711363, Healthy,10.2,1.5,0,,0,,0
MDF7_1_Aug13,MDF7_1,F,7,1,8,3.784,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,8.2,44.9, F,,3711363, Healthy,9.4,1.2,39.9307,,0.0473,,0.0473
MDF7_1_Aug21,MDF7_1,F,7,1,8,184.808,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,9.7,46.6, F,,3711363,,10.9,1.2,34.1869,,2.3101,,2.3101
MDF7_1_Aug27,MDF7_1,F,7,1,8,1931.392,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,8.8,46.9, F,,3711363,,10.1,1.3,30.4425,,24.1424,,24.1424
MDF7_1_Sep3,MDF7_1,F,7,1,8,1641.928,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,8.7,44.1, F,,3711363, HEALTHY,9.8,1.1,30.7069,,20.5241,,20.5241
MDF7_1_Sep11,MDF7_1,F,7,1,8,170.64,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,9.5,45.8, F,,3711363,,10.7,1.2,31.4908,,2.133,,2.133
MDF7_1_Sep18,MDF7_1,F,7,1,8,172.552,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,8.6,45.4, F,,3711363, healthy,9.9,1.3,34.908,,2.1569,,2.1569
MDF7_1_Sep24,MDF7_1,F,7,1,8,39.352,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,9.7,45.3, F, slow righting reflex,3711363, sick,10.8,1.1,34.2588,,0.4919,,0.4919
MDF7_1_Oct1,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,9.5,43.9, F,,3711363, healthy,10.7,1.2,0,,0,,0
MDF7_1_Dec4,MDF7_1,F,7,1,8,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, F,,3711363, healthy,,,0,,0,,0
MDF7_2_JUL20,MDF7_2,F,7,2,8,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,7.7,43.5, M,,3707255, healthy,8.7,1,0,,0,,0
MDF7_2_Jul25,MDF7_2,F,7,2,8,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,8.4,44.5, M,,3707255, healthy,11,2.6,0,,0,,0
MDF7_2_Jul31,MDF7_2,F,7,2,8,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,8.5,42.9, M,,3707255, healthy,9.3,0.8,0,,0,,0
MDF7_2_Aug8,MDF7_2,F,7,2,8,15.376,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,7.1,42.5, M,,3707255, Healthy,8.6,1.5,38.475,,0.1922,,0.1922
MDF7_2_Aug13,MDF7_2,F,7,2,8,5.304,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,7.3,45, M,,3707255, Healthy,8.5,1.2,39.4256,,0.0663,,0.0663
MDF7_2_Aug21,MDF7_2,F,7,2,8,12930.824,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,8.5,41, M,,3707255,,9.7,1.2,27.4406,,161.6353,,161.6353
MDF7_2_Aug27,MDF7_2,F,7,2,8,29261.352,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,7.4,41.3, M,,3707255,,8.6,1.2,25.986,,365.7669,,365.7669
MDF7_2_Sep3,MDF7_2,F,7,2,8,8785.032,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,6.7,41.8, M,,3707255, HEALTHY,7.8,1.1,27.9936,,109.8129,,109.8129
MDF7_2_Sep11,MDF7_2,F,7,2,8,13651.784,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,8.2,42.6, M,,3707255,,9.4,1.2,24.5369,,170.6473,,170.6473
MDF7_2_Sep18,MDF7_2,F,7,2,8,64.84,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,7.7,42.3, M,,3707255, healthy,8.9,1.2,36.3524,,0.8105,,0.8105
MDF7_2_Sep24,MDF7_2,F,7,2,8,37.584,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,8.2,41.5, M,,3707255, healthy,9.4,1.2,34.3317,,0.4698,,0.4698
MDF7_2_Oct1,MDF7_2,F,7,2,8,11.432,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,8.1,41.7, M,,3707255, healthy,9.3,1.2,38.9915,,0.1429,,0.1429
MDF7_2_Dec4,MDF7_2,F,7,2,8,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3707255, healthy,,,0,,0,,0
MDF7_3_JUL20,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,7.9,41.4, M,,3715158, healthy,9,1.1,0,,0,,0
MDF7_3_Jul25,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,8.2,42.1, M,,3715158, healthy,10.8,2.5,0,,0,,0
MDF7_3_Jul31,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,7.2,44, M,,3715158, healthy,8.3,1.1,0,,0,,0
MDF7_3_Aug8,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,7.3,41.5, M,,3715158, Healthy,8.6,1.3,0,,0,,0
MDF7_3_Aug13,MDF7_3,F,7,3,8,2.232,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,7.8,44, M,,3715158, Healthy,9,1.2,40.7212,,0.0279,,0.0279
MDF7_3_Aug21,MDF7_3,F,7,3,8,1976.832,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,9.1,42.9, M,,3715158,,10.3,1.2,30.4233,,24.7104,,24.7104
MDF7_3_Aug27,MDF7_3,F,7,3,8,170.824,yes, mesocosm density experiment,8/26/2008,39686,37, CJB, Rana sierrae, adult,46,8.4,43, M,,3715158,,9.6,1.2,34.4191,,2.1353,,2.1353
MDF7_3_Sep3,MDF7_3,F,7,3,8,1680.136,yes, mesocosm density experiment,9/3/2008,39694,45, EC, Rana sierrae, adult,46,8,43.2, M,,3715158, HEALTHY,9.1,1.1,30.5166,,21.0017,,21.0017
MDF7_3_Sep11,MDF7_3,F,7,3,8,22.496,yes, mesocosm density experiment,9/11/2008,39702,53, CJB, Rana sierrae, adult,46,9,43.7, M,,3715158,,10.4,1.4,34.7062,,0.2812,,0.2812
MDF7_3_Sep18,MDF7_3,F,7,3,8,24.912,yes, mesocosm density experiment,9/18/2008,39709,60, EC, Rana sierrae, adult,46,7.9,43.1, M,,3715158, healthy,9,1.1,0,37.2988,0,0.3114,0.3114
MDF7_3_Sep24,MDF7_3,F,7,3,8,2.864,yes, mesocosm density experiment,9/24/2008,39715,66, EC, Rana sierrae, adult,46,8.7,43.6, M,,3715158, healthy,9.9,1.2,38.4105,,0.0358,,0.0358
MDF7_3_Oct1,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,10/2/2008,39723,74, EC, Rana sierrae, adult,46,8.5,42.1, M,,3715158, healthy,9.8,1.3,0,,0,,0
MDF7_3_Dec4,MDF7_3,F,7,3,8,0,yes, mesocosm density experiment,12/4/2008,39786,137, MT, Rana sierrae, adult,46,,, M,,3715158, healthy,,,0,,0,,0
MDF7_4_JUL20,MDF7_4,F,7,4,8,0,yes, mesocosm density experiment,7/20/2008,39649,0, JS, Rana sierrae, adult,46,7.7,42.9, M,,3715384, healthy,8.8,1.1,0,,0,,0
MDF7_4_Jul25,MDF7_4,F,7,4,8,0,yes, mesocosm density experiment,7/25/2008,39654,5, JS, Rana sierrae, adult,46,7,42.5, M,,3715384, healthy,9.6,2.5,0,,0,,0
MDF7_4_Jul31,MDF7_4,F,7,4,8,0,yes, mesocosm density experiment,7/31/2008,39660,11, CJB, Rana sierrae, adult,46,7,42.1, M,,3715384, healthy,8.2,1.2,0,,0,,0
MDF7_4_Aug8,MDF7_4,F,7,4,8,9.92,yes, mesocosm density experiment,8/8/2008,39668,19, MHT, Rana sierrae, adult,46,6.7,44.4, M,,3715384, Healthy,8.1,1.4,39.1343,,0.124,,0.124
MDF7_4_Aug13,MDF7_4,F,7,4,8,20.736,yes, mesocosm density experiment,8/13/2008,39673,24, MHT, Rana sierrae, adult,46,6.7,43.2, M,,3715384, Healthy,7.9,1.2,37.3827,,0.2592,,0.2592
MDF7_4_Aug21,MDF7_4,F,7,4,8,7553.952,yes, mesocosm density experiment,8/20/2008,39680,31, CJB, Rana sierrae, adult,46,8,40.4, M,,3715384,,9.2,1.2,28.2943,,94.4244,,94.4244
